Symbol,Name,ISIN,Exchange
CNL.NS,Creative Newtech Limited,INE985W01018,NSE
COALINDIA.NS,Coal India Limited,INE522F01014,NSE
COASTCORP.NS,Coastal Corporation Limited,INE377E01024,NSE
COCHINSHIP.NS,Cochin Shipyard Limited,INE704P01025,NSE
COCKERILL.NS,John Cockerill India Limited,INE515A01019,NSE
COFFEEDAY.NS,Coffee Day Enterprises Limited,INE335K01011,NSE
COFORGE.NS,Coforge Limited,INE591G01025,NSE
COHANCE.NS,Cohance Lifesciences Limited,INE03QK01018,NSE
COLPAL.NS,Colgate Palmolive (India) Limited,INE259A01022,NSE
COMFINTE.NS,Comfort Intech Limited,INE819A01049,NSE
COMPUSOFT.NS,Compucom Software Limited,INE453B01029,NSE
COMSYN.NS,Commercial Syn Bags Limited,INE073V01015,NSE
CONCOR.NS,Container Corporation of India Limited,INE111A01025,NSE
CONCORDBIO.NS,Concord Biotech Limited,INE338H01029,NSE
CONFIPET.NS,Confidence Petroleum India Limited,INE552D01024,NSE
CONTROLPR.NS,Control Print Limited,INE663B01015,NSE
CORALFINAC.NS,Coral India Finance & Housing Limited,INE558D01021,NSE
CORDSCABLE.NS,Cords Cable Industries Limited,INE792I01017,NSE
COROMANDEL.NS,Coromandel International Limited,INE169A01031,NSE
CORONA.NS,CORONA Remedies Limited,INE02ZQ01018,NSE
COSMOFIRST.NS,COSMO FIRST LIMITED,INE757A01017,NSE
COUNCODOS.NS,Country Condo's Limited,INE695B01025,NSE
CPEDU.NS,Career Point Edutech Limited,INE0P6P01016,NSE
CPPLUS.NS,Aditya Infotech Limited,INE819V01029,NSE
CRAFTSMAN.NS,Craftsman Automation Limited,INE00LO01017,NSE
CRAMC.NS,Canara Robeco Asset Management Company Limited,INE218I01013,NSE
CREATIVEYE.NS,Creative Eye Limited,INE230B01021,NSE
CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,INE741K01010,NSE
CREST.NS,Crest Ventures Limited,INE559D01011,NSE
CRISIL.NS,CRISIL Limited,INE007A01025,NSE
CRIZAC.NS,Crizac Limited,INE0S4R01014,NSE
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,INE299U01018,NSE
CROWN.NS,Crown Lifters Limited,INE491V01019,NSE
CSBBANK.NS,CSB Bank Limited,INE679A01013,NSE
CSLFINANCE.NS,CSL Finance Limited,INE718F01018,NSE
CUB.NS,City Union Bank Limited,INE491A01021,NSE
CUBEXTUB.NS,Cubex Tubings Limited,INE144D01012,NSE
CUMMINSIND.NS,Cummins India Limited,INE298A01020,NSE
CUPID.NS,Cupid Limited,INE509F01029,NSE
CYBERTECH.NS,Cybertech Systems And Software Limited,INE214A01019,NSE
CYIENT.NS,Cyient Limited,INE136B01020,NSE
CYIENTDLM.NS,Cyient DLM Limited,INE055S01018,NSE
DABUR.NS,Dabur India Limited,INE016A01026,NSE
DAICHI.NS,Dai-Ichi Karkaria Limited,INE928C01010,NSE
DALBHARAT.NS,Dalmia Bharat Limited,INE00R701025,NSE
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,INE495A01022,NSE
DAMCAPITAL.NS,Dam Capital Advisors Limited,INE284H01025,NSE
DAMODARIND.NS,Damodar Industries Limited,INE497D01022,NSE
DANGEE.NS,Dangee Dums Limited,INE688Y01022,NSE
DATAMATICS.NS,Datamatics Global Services Limited,INE365B01017,NSE
DATAPATTNS.NS,Data Patterns (India) Limited,INE0IX101010,NSE
DAVANGERE.NS,Davangere Sugar Company Limited,INE179G01029,NSE
DBCORP.NS,D.B.Corp Limited,INE950I01011,NSE
DBEIL.NS,Deepak Builders & Engineers India Limited,INE0OPA01019,NSE
DBL.NS,Dilip Buildcon Limited,INE917M01012,NSE
DBREALTY.NS,Valor Estate Limited,INE879I01012,NSE
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,INE921B01025,NSE
DCAL.NS,Dishman Carbogen Amcis Limited,INE385W01011,NSE
DCBBANK.NS,DCB Bank Limited,INE503A01015,NSE
DCM.NS,DCM  Limited,INE498A01018,NSE
DCMNVL.NS,DCM Nouvelle Limited,INE08KP01019,NSE
DCMSHRIRAM.NS,DCM Shriram Limited,INE499A01024,NSE
DCMSRIND.NS,DCM Shriram Industries Limited,INE843D01027,NSE
DCW.NS,DCW Limited,INE500A01029,NSE
DCXINDIA.NS,DCX Systems Limited,INE0KL801015,NSE
DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,INE0HR601026,NSE
DECCANCE.NS,Deccan Cements Limited,INE583C01021,NSE
DECNGOLD.NS,Deccan Gold Mines Limited,INE945F01025,NSE
DEEDEV.NS,DEE Development Engineers Limited,INE841L01016,NSE
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,NSE
DEEPAKNTR.NS,Deepak Nitrite Limited,INE288B01029,NSE
DEEPINDS.NS,Deep Industries Limited,INE0FHS01024,NSE
DELHIVERY.NS,Delhivery Limited,INE148O01028,NSE
DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,INE726L01027,NSE
DELTACORP.NS,Delta Corp Limited,INE124G01033,NSE
DELTAMAGNT.NS,Delta Manufacturing Limited,INE393A01011,NSE
DEN.NS,Den Networks Limited,INE947J01015,NSE
DENORA.NS,De Nora India Limited,INE244A01016,NSE
DENTA.NS,Denta Water and Infra Solutions Limited,INE0R4L01018,NSE
DEVIT.NS,Dev Information Technology Limited,INE060X01034,NSE
DEVX.NS,Dev Accelerator Limited,INE0VOV01021,NSE
DEVYANI.NS,Devyani International Limited,INE872J01023,NSE
DGCONTENT.NS,Digicontent Limited,INE03JI01017,NSE
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,INE041A01016,NSE
DHANBANK.NS,Dhanlaxmi Bank Limited,INE680A01011,NSE
DHANUKA.NS,Dhanuka Agritech Limited,INE435G01025,NSE
DHARMAJ.NS,Dharmaj Crop Guard Limited,INE00OQ01016,NSE
DHUNINV.NS,Dhunseri Investments Limited,INE320L01011,NSE
DIACABS.NS,Diamond Power Infrastructure Limited,INE989C01038,NSE
DIAMINESQ.NS,Diamines & Chemicals Limited,INE591D01014,NSE
DIAMONDYD.NS,Prataap Snacks Limited,INE393P01035,NSE
DICIND.NS,DIC India Limited,INE303A01010,NSE
DIFFNKG.NS,Diffusion Engineers Limited,INE184O01015,NSE
DIGIDRIVE.NS,Digidrive Distributors Limited,INE0PSC01024,NSE
DIGITIDE.NS,Digitide Solutions Limited,INE0U4701011,NSE
DIGJAMLMTD.NS,Digjam Limited,INE731U01028,NSE
DISAQ.NS,Disa India Limited,INE131C01011,NSE
DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,INE753U01022,NSE
DIVISLAB.NS,Divi's Laboratories Limited,INE361B01024,NSE
DIXON.NS,Dixon Technologies (India) Limited,INE935N01020,NSE
DLF.NS,DLF Limited,INE271C01023,NSE
DLINKINDIA.NS,D-Link (India) Limited,INE250K01012,NSE
DMART.NS,Avenue Supermarts Limited,INE192R01011,NSE
DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,NSE
DNAMEDIA.NS,Diligent Media Corporation Limited,INE016M01021,NSE
DODLA.NS,Dodla Dairy Limited,INE021O01019,NSE
DOLATALGO.NS,Dolat Algotech Limited,INE966A01022,NSE
DOLLAR.NS,Dollar Industries Limited,INE325C01035,NSE
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,INE920A01037,NSE
DOMS.NS,DOMS Industries Limited,INE321T01012,NSE
DONEAR.NS,Donear Industries Limited,INE668D01028,NSE
DPABHUSHAN.NS,D. P. Abhushan Limited,INE266Y01019,NSE
DPSCLTD.NS,DPSC Limited,INE360C01024,NSE
DPWIRES.NS,D P Wires Limited,INE864X01013,NSE
DRAGARWQ.NS,Dr Agarwals Eye Hospital Limited,INE934C01018,NSE
DRCSYSTEMS.NS,DRC Systems India Limited,INE03RS01027,NSE
DREAMFOLKS.NS,Dreamfolks Services Limited,INE0JS101016,NSE
DREDGECORP.NS,Dredging Corporation of India Limited,INE506A01018,NSE
DRREDDY.NS,Dr. Reddy's Laboratories Limited,INE089A01031,NSE
DSFCL.NS,DCM Shriram Fine Chemicals Limited,INE0OFM01015,NSE
DSSL.NS,Dynacons Systems & Solutions Limited,INE417B01040,NSE
DTIL.NS,Dhunseri Tea & Industries Limited,INE341R01014,NSE
DVL.NS,Dhunseri Ventures Limited,INE477B01010,NSE
DWARKESH.NS,Dwarikesh Sugar Industries Limited,INE366A01041,NSE
DYCL.NS,Dynamic Cables Limited,INE600Y01019,NSE
DYNAMATECH.NS,Dynamatic Technologies Limited,INE221B01012,NSE
DYNPRO.NS,Dynemic Products Limited,INE256H01015,NSE
EASEMYTRIP.NS,Easy Trip Planners Limited,INE07O001026,NSE
EBGNG.NS,GNG Electronics Limited,INE18JU01028,NSE
ECLERX.NS,eClerx Services Limited,INE738I01010,NSE
ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,NSE
EDELWEISS.NS,Edelweiss Financial Services Limited,INE532F01054,NSE
EFCIL.NS,EFC (I) Limited,INE886D01026,NSE
EICHERMOT.NS,Eicher Motors Limited,INE066A01021,NSE
EIDPARRY.NS,EID Parry India Limited,INE126A01031,NSE
EIEL.NS,Enviro Infra Engineers Limited,INE0LLY01014,NSE
EIFFL.NS,Euro India Fresh Foods Limited,INE546V01010,NSE
EIHAHOTELS.NS,EIH Associated Hotels Limited,INE276C01014,NSE
EIHOTEL.NS,EIH Limited,INE230A01023,NSE
EIMCOELECO.NS,Eimco Elecon (India) Limited,INE158B01016,NSE
EKC.NS,Everest Kanto Cylinder Limited,INE184H01027,NSE
ELANTAS.NS,Elantas Beck India Limited,INE280B01018,NSE
ELCIDIN.NS,EL CID Investments Limited,INE927X01018,NSE
ELDEHSG.NS,Eldeco Housing And Industries Limited,INE668G01021,NSE
ELECON.NS,Elecon Engineering Company Limited,INE205B01031,NSE
ELECTCAST.NS,Electrosteel Castings Limited,INE086A01029,NSE
ELECTHERM.NS,Electrotherm (India) Limited,INE822G01016,NSE
ELGIEQUIP.NS,Elgi Equipments Limited,INE285A01027,NSE
ELGIRUBCO.NS,Elgi Rubber Company Limited,INE819L01012,NSE
ELIN.NS,Elin Electronics Limited,INE050401020,NSE
ELITECON.NS,Elitecon International Limited,INE669R01026,NSE
ELLEN.NS,Ellenbarrie Industrial Gases Limited,INE236E01022,NSE
ELPROINTL.NS,Elpro International Limited,INE579B01039,NSE
EMAMILTD.NS,Emami Limited,INE548C01032,NSE
EMAMIPAP.NS,Emami Paper Mills Limited,INE830C01026,NSE
EMBDL.NS,Embassy Developments Limited,INE069I01010,NSE
EMCURE.NS,Emcure Pharmaceuticals Limited,INE168P01015,NSE
EMIL.NS,Electronics Mart India Limited,INE02YR01019,NSE
EMKAY.NS,Emkay Global Financial Services Limited,INE296H01011,NSE
EMMBI.NS,Emmbi Industries Limited,INE753K01015,NSE
EMMVEE.NS,Emmvee Photovoltaic Power Limited,INE1C6T01020,NSE
EMSLIMITED.NS,EMS Limited,INE0OV601013,NSE
EMUDHRA.NS,eMudhra Limited,INE01QM01018,NSE
ENDURANCE.NS,Endurance Technologies Limited,INE913H01037,NSE
ENERGYDEV.NS,Energy Development Company Limited,INE306C01019,NSE
ENGINERSIN.NS,Engineers India Limited,INE510A01028,NSE
ENIL.NS,Entertainment Network (India) Limited,INE265F01028,NSE
ENRIN.NS,Siemens Energy India Limited,INE1NPP01017,NSE
ENTERO.NS,Entero Healthcare Solutions Limited,INE010601016,NSE
EPACK.NS,EPACK Durable Limited,INE0G5901015,NSE
EPACKPEB.NS,EPack Prefab Technologies Limited,INE0MLS01022,NSE
EPIGRAL.NS,Epigral Limited,INE071N01016,NSE
EPL.NS,EPL Limited,INE255A01020,NSE
EQUITASBNK.NS,Equitas Small Finance Bank Limited,INE063P01018,NSE
ERIS.NS,Eris Lifesciences Limited,INE406M01024,NSE
ESABINDIA.NS,Esab India Limited,INE284A01012,NSE
ESAFSFB.NS,ESAF Small Finance Bank Limited,INE818W01011,NSE
ESCORTS.NS,Escorts Kubota Limited,INE042A01014,NSE
ESSARSHPNG.NS,Essar Shipping Limited,INE122M01019,NSE
ESSENTIA.NS,Integra Essentia Limited,INE418N01035,NSE
ESTER.NS,Ester Industries Limited,INE778B01029,NSE
ETERNAL.NS,ETERNAL LIMITED,INE758T01015,NSE
ETHOSLTD.NS,Ethos Limited,INE04TZ01018,NSE
EUREKAFORB.NS,Eureka Forbes Limited,INE0KCE01017,NSE
EUROBOND.NS,Euro Panel Products Limited,INE505V01016,NSE
EUROPRATIK.NS,Euro Pratik Sales Limited,INE198501012,NSE
EUROTEXIND.NS,Eurotex Industries and Exports Limited,INE022C01012,NSE
EVEREADY.NS,Eveready Industries India Limited,INE128A01029,NSE
EVERESTIND.NS,Everest Industries Limited,INE295A01018,NSE
EXCELINDUS.NS,Excel Industries Limited,INE369A01029,NSE
EXCELSOFT.NS,Excelsoft Technologies Limited,INE606N01019,NSE
EXICOM.NS,Exicom Tele-Systems Limited,INE777F01014,NSE
EXIDEIND.NS,Exide Industries Limited,INE302A01020,NSE
EXPLEOSOL.NS,Expleo Solutions Limited,INE201K01015,NSE
EXXARO.NS,Exxaro Tiles Limited,INE0GFE01026,NSE
FABTECH.NS,Fabtech Technologies Limited,INE0HF201011,NSE
FACT.NS,Fertilizers and Chemicals Travancore Limited,INE188A01015,NSE
FAIRCHEMOR.NS,Fairchem Organics Limited,INE0DNW01011,NSE
FCL.NS,Fineotex Chemical Limited,INE045J01034,NSE
FDC.NS,FDC Limited,INE258B01022,NSE
FEDDERSHOL.NS,Fedders Holding Limited,INE417D01020,NSE
FEDERALBNK.NS,The Federal Bank  Limited,INE171A01029,NSE
FEDFINA.NS,Fedbank Financial Services Limited,INE007N01010,NSE
FERMENTA.NS,Fermenta Biotech Limited,INE225B01021,NSE
FIEMIND.NS,Fiem Industries Limited,INE737H01014,NSE
FILATEX.NS,Filatex India Limited,INE816B01035,NSE
FINCABLES.NS,Finolex Cables Limited,INE235A01022,NSE
FINEORG.NS,Fine Organic Industries Limited,INE686Y01026,NSE
FINKURVE.NS,Finkurve Financial Services Limited,INE734I01027,NSE
FINOPB.NS,Fino Payments Bank Limited,INE02NC01014,NSE
FINPIPE.NS,Finolex Industries Limited,INE183A01024,NSE
FIRSTCRY.NS,Brainbees Solutions Limited,INE02RE01045,NSE
FISCHER.NS,Fischer Medical Ventures Limited,INE771F01041,NSE
FIVESTAR.NS,Five-Star Business Finance Limited,INE128S01021,NSE
FLAIR.NS,Flair Writing Industries Limited,INE00Y201027,NSE
FLEXITUFF.NS,Flexituff Ventures International Limited,INE060J01017,NSE
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,INE09N301011,NSE
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,INE529A01010,NSE
FMNL.NS,Future Market Networks Limited,INE360L01017,NSE
FOCUS.NS,Focus Lighting and Fixtures Limited,INE593W01028,NSE
FOODSIN.NS,Foods & Inns Limited,INE976E01023,NSE
FORCEMOT.NS,FORCE MOTORS LTD,INE451A01017,NSE
FORTIS.NS,Fortis Healthcare Limited,INE061F01013,NSE
FOSECOIND.NS,Foseco India Limited,INE519A01011,NSE
FRACTAL.NS,Fractal Analytics Limited,INE212S01015,NSE
FRONTSP.NS,Frontier Springs Limited,INE572D01014,NSE
FSL.NS,Firstsource Solutions Limited,INE684F01012,NSE
FUSION.NS,Fusion Finance Limited,INE139R01012,NSE
GABRIEL.NS,Gabriel India Limited,INE524A01029,NSE
GAEL.NS,Gujarat Ambuja Exports Limited,INE036B01030,NSE
GAIL.NS,GAIL (India) Limited,INE129A01019,NSE
GALAPREC.NS,Gala Precision Engineering Limited,INE0RE001014,NSE
GALAXYSURF.NS,Galaxy Surfactants Limited,INE600K01018,NSE
GALLANTT.NS,Gallantt Ispat Limited,INE297H01019,NSE
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,INE717W01049,NSE
GANDHITUBE.NS,Gandhi Special Tubes Limited,INE524B01027,NSE
GANECOS.NS,Ganesha Ecosphere Limited,INE845D01014,NSE
GANESHBE.NS,Ganesh Benzoplast Limited,INE388A01029,NSE
GANESHCP.NS,Ganesh Consumer Products Limited,INE652V01016,NSE
GANESHHOU.NS,GANESH HOUSING LIMITED,INE460C01014,NSE
GANGAFORGE.NS,Ganga Forging Limited,INE691Z01023,NSE
GANGESSECU.NS,Ganges Securities Limited,INE335W01016,NSE
GARFIBRES.NS,Garware Technical Fibres Limited,INE276A01018,NSE
GARUDA.NS,Garuda Construction and Engineering Limited,INE0JVO01026,NSE
GATECH.NS,GACM Technologies Limited,INE224E01028,NSE
GATECHDVR.NS,GACM Technologies Limited,INE224E01036,NSE
GATEWAY.NS,Gateway Distriparks Limited,INE079J01017,NSE
GAYAHWS.NS,Gayatri Highways Limited,INE287Z01012,NSE
GCSL.NS,Gretex Corporate Services Limited,INE199P01028,NSE
GEECEE.NS,GeeCee Ventures Limited,INE916G01016,NSE
GEEKAYWIRE.NS,Geekay Wires Limited,INE669X01032,NSE
GENCON.NS,Generic Engineering Construction and Projects Limited,INE854S01022,NSE
GENESYS.NS,Genesys International Corporation Limited,INE727B01026,NSE
GENUSPAPER.NS,Genus Paper & Boards Limited,INE949P01018,NSE
GENUSPOWER.NS,Genus Power Infrastructures Limited,INE955D01029,NSE
GEOJITFSL.NS,Geojit Financial Services Limited,INE007B01023,NSE
GESHIP.NS,The Great Eastern Shipping Company Limited,INE017A01032,NSE
GFLLIMITED.NS,GFL Limited,INE538A01037,NSE
GHCL.NS,GHCL Limited,INE539A01019,NSE
GHCLTEXTIL.NS,GHCL Textiles Limited,INE0PA801013,NSE
GICHSGFIN.NS,GIC Housing Finance Limited,INE289B01019,NSE
GICL.NS,Globe International Carriers Limited,INE947T01022,NSE
GICRE.NS,General Insurance Corporation of India,INE481Y01014,NSE
GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,INE047B01011,NSE
GILLETTE.NS,Gillette India Limited,INE322A01010,NSE
GINNIFILA.NS,Ginni Filaments Limited,INE424C01010,NSE
GIPCL.NS,Gujarat Industries Power Company Limited,INE162A01010,NSE
GKENERGY.NS,GK Energy Limited,INE1AG301022,NSE
GKSL.NS,Gujarat Kidney And Super Speciality Limited,INE0V0W01025,NSE
GKWLIMITED.NS,GKW Limited,INE528A01020,NSE
GLAND.NS,Gland Pharma Limited,INE068V01023,NSE
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,NSE
GLENMARK.NS,Glenmark Pharmaceuticals Limited,INE935A01035,NSE
GLOBAL.NS,Global Education Limited,INE291W01037,NSE
GLOBALVECT.NS,Global Vectra Helicorp Limited,INE792H01019,NSE
GLOBE.NS,GLOBE ENTERPRISES (INDIA) LIMITED,INE581X01021,NSE
GLOBUSSPR.NS,Globus Spirits Limited,INE615I01010,NSE
GLOSTERLTD.NS,Gloster Limited,INE350Z01018,NSE
GLOTTIS.NS,Glottis Limited,INE0TQE01026,NSE
GMBREW.NS,GM Breweries Limited,INE075D01018,NSE
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,INE131A01031,NSE
GMMPFAUDLR.NS,GMM Pfaudler Limited,INE541A01023,NSE
GMRAIRPORT.NS,GMR AIRPORTS LIMITED,INE776C01039,NSE
GMRP&UI.NS,GMR Power and Urban Infra Limited,INE0CU601026,NSE
GNA.NS,GNA Axles Limited,INE934S01014,NSE
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,NSE
GNRL.NS,Gujarat Natural Resources Limited,INE207H01018,NSE
GOACARBON.NS,Goa Carbon Limited,INE426D01013,NSE
GOCLCORP.NS,GOCL Corporation Limited,INE077F01035,NSE
GOCOLORS.NS,Go Fashion (India) Limited,INE0BJS01011,NSE
GODAVARIB.NS,Godavari Biorefineries Limited,INE497S01012,NSE
GODFRYPHLP.NS,Godfrey Phillips India Limited,INE260B01028,NSE
GODIGIT.NS,Go Digit General Insurance Limited,INE03JT01014,NSE
GODREJAGRO.NS,Godrej Agrovet Limited,INE850D01014,NSE
GODREJCP.NS,Godrej Consumer Products Limited,INE102D01028,NSE
GODREJIND.NS,Godrej Industries Limited,INE233A01035,NSE
GODREJPROP.NS,Godrej Properties Limited,INE484J01027,NSE
GOKEX.NS,Gokaldas Exports Limited,INE887G01027,NSE
GOKUL.NS,Gokul Refoils and Solvent Limited,INE020J01029,NSE
GOKULAGRO.NS,Gokul Agro Resources Limited,INE314T01033,NSE
GOLDIAM.NS,Goldiam International Limited,INE025B01025,NSE
GOLDTECH.NS,AION-TECH SOLUTIONS LIMITED,INE805A01014,NSE
GOODLUCK.NS,Goodluck India Limited,INE127I01024,NSE
GOODYEAR.NS,Goodyear India Limited,INE533A01012,NSE
GOPAL.NS,Gopal Snacks Limited,INE0L9R01028,NSE
GOYALALUM.NS,Goyal Aluminiums Limited,INE705X01026,NSE
GPIL.NS,Godawari Power And Ispat limited,INE177H01039,NSE
GPPL.NS,Gujarat Pipavav Port Limited,INE517F01014,NSE
GPTHEALTH.NS,GPT Healthcare Limited,INE486R01017,NSE
GPTINFRA.NS,GPT Infraprojects Limited,INE390G01014,NSE
GRANDOAK.NS,Grand Oak Canyons Distillery Limited,INE926B01016,NSE
GRANULES.NS,Granules India Limited,INE101D01020,NSE
GRAPHITE.NS,Graphite India Limited,INE371A01025,NSE
GRASIM.NS,Grasim Industries Limited,INE047A01021,NSE
GRAUWEIL.NS,Grauer & Weil India Limited,INE266D01021,NSE
GRAVISSHO.NS,Graviss Hospitality Limited,INE214F01026,NSE
GRAVITA.NS,Gravita India Limited,INE024L01027,NSE
GREAVESCOT.NS,Greaves Cotton Limited,INE224A01026,NSE
GREENLAM.NS,Greenlam Industries Limited,INE544R01021,NSE
GREENPANEL.NS,Greenpanel Industries Limited,INE08ZM01014,NSE
GREENPLY.NS,Greenply Industries Limited,INE461C01038,NSE
GREENPOWER.NS,Orient Green Power Company Limited,INE999K01014,NSE
GRINDWELL.NS,Grindwell Norton Limited,INE536A01023,NSE
GRINFRA.NS,G R Infraprojects Limited,INE201P01022,NSE
GRMOVER.NS,GRM Overseas Limited,INE192H01020,NSE
GROBTEA.NS,The Grob Tea Company Limited,INE646C01018,NSE
GROWW.NS,Billionbrains Garage Ventures Limited,INE0HOQ01053,NSE
GRPLTD.NS,GRP Limited,INE137I01015,NSE
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,NSE
GRWRHITECH.NS,Garware Hi-Tech Films Limited,INE291A01017,NSE
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,NSE
GSLSU.NS,Global Surfaces Limited,INE0JSX01015,NSE
GSPCROP.NS,GSP Crop Science Limited,INE713R01022,NSE
GTECJAINX.NS,G-TEC JAINX EDUCATION LIMITED,INE586X01012,NSE
GTLINFRA.NS,GTL Infrastructure Limited,INE221H01019,NSE
GTPL.NS,GTPL Hathway Limited,INE869I01013,NSE
GUFICBIO.NS,Gufic Biosciences Limited,INE742B01025,NSE
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,INE186A01019,NSE
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,INE826C01016,NSE
GUJGASLTD.NS,Gujarat Gas Limited,INE844O01030,NSE
GUJRAFFIA.NS,Gujarat Raffia Industries Limited,INE610B01024,NSE
GUJTHEM.NS,Gujarat Themis Biosyn Limited,INE942C01045,NSE
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,INE635Q01029,NSE
GULFPETRO.NS,GP Petroleums Limited,INE586G01017,NSE
GULPOLY.NS,Gulshan Polyols Limited,INE255D01024,NSE
GVPTECH.NS,GVP Infotech Limited,INE382T01030,NSE
GVT&D.NS,GE Vernova T&D India Limited,INE200A01026,NSE
HAL.NS,Hindustan Aeronautics Limited,INE066F01020,NSE
HALDER.NS,Halder Venture Limited,INE115S01010,NSE
HALDYNGL.NS,Haldyn Glass Limited,INE506D01020,NSE
HALEOSLABS.NS,HALEOS LABS LIMITED,INE320X01016,NSE
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,INE419U01012,NSE
HAPPYFORGE.NS,Happy Forgings Limited,INE330T01021,NSE
HARDWYN.NS,Hardwyn India Limited,INE626Z01029,NSE
HARIOMPIPE.NS,Hariom Pipe Industries Limited,INE00EV01017,NSE
HARRMALAYA.NS,Harrisons  Malayalam Limited,INE544A01019,NSE
HARSHA.NS,Harsha Engineers International Limited,INE0JUS01029,NSE
HATHWAY.NS,Hathway Cable & Datacom Limited,INE982F01036,NSE
HATSUN.NS,Hatsun Agro Product Limited,INE473B01035,NSE
HAVELLS.NS,Havells India Limited,INE176B01034,NSE
HAWKINCOOK.NS,Hawkins Cookers Limited,INE979B01015,NSE
HBESD.NS,HB Estate Developers Limited,INE640B01021,NSE
HBLENGINE.NS,HBL Engineering Limited,INE292B01021,NSE
HCC.NS,Hindustan Construction Company Limited,INE549A01026,NSE
HCG.NS,Healthcare Global Enterprises Limited,INE075I01017,NSE
HCL-INSYS.NS,HCL Infosystems Limited,INE236A01020,NSE
HCLTECH.NS,HCL Technologies Limited,INE860A01027,NSE
HDBFS.NS,HDB Financial Services Limited,INE756I01012,NSE
HDFCAMC.NS,HDFC Asset Management Company Limited,INE127D01025,NSE
HDFCBANK.NS,HDFC Bank Limited,INE040A01034,NSE
HDFCLIFE.NS,HDFC Life Insurance Company Limited,INE795G01014,NSE
HEADSUP.NS,Heads UP Ventures Limited,INE759V01019,NSE
HEALTHX.NS,Health X Platform Limited,INE019J01013,NSE
HECPROJECT.NS,HEC Infra Projects Limited,INE558R01013,NSE
HEG.NS,HEG Limited,INE545A01024,NSE
HEIDELBERG.NS,HeidelbergCement India Limited,INE578A01017,NSE
HEMIPROP.NS,Hemisphere Properties India Limited,INE0AJG01018,NSE
HERANBA.NS,Heranba Industries Limited,INE694N01015,NSE
HERITGFOOD.NS,Heritage Foods Limited,INE978A01027,NSE
HEROMOTOCO.NS,Hero MotoCorp Limited,INE158A01026,NSE
HESTERBIO.NS,Hester Biosciences Limited,INE782E01017,NSE
HEXATRADEX.NS,Hexa Tradex Limited,INE750M01017,NSE
HEXT.NS,Hexaware Technologies Limited,INE093A01041,NSE
HFCL.NS,HFCL Limited,INE548A01028,NSE
HGINFRA.NS,H.G. Infra Engineering Limited,INE926X01010,NSE
HGM.NS,HandsOn Global Management (HGM) Limited,INE596H01014,NSE
HGS.NS,Hinduja Global Solutions Limited,INE170I01016,NSE
HIKAL.NS,Hikal Limited,INE475B01022,NSE
HILTON.NS,Hilton Metal Forging Limited,INE788H01017,NSE
HIMATSEIDE.NS,Himatsingka Seide Limited,INE049A01027,NSE
HINDALCO.NS,Hindalco Industries Limited,INE038A01020,NSE
HINDCOMPOS.NS,Hindustan Composites Limited,INE310C01029,NSE
HINDCOPPER.NS,Hindustan Copper Limited,INE531E01026,NSE
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,INE345A01011,NSE
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,INE094A01015,NSE
HINDUNILVR.NS,Hindustan Unilever Limited,INE030A01027,NSE
HINDWAREAP.NS,Hindware Home Innovation Limited,INE05AN01011,NSE
HINDZINC.NS,Hindustan Zinc Limited,INE267A01025,NSE
HIRECT.NS,Hind Rectifiers Limited,INE835D01023,NSE
HISARMETAL.NS,Hisar Metal Industries Limited,INE598C01011,NSE
HITECH.NS,Hi-Tech Pipes Limited,INE106T01025,NSE
HITECHCORP.NS,Hitech Corporation Limited,INE120D01012,NSE
HLEGLAS.NS,HLE Glascoat Limited,INE461D01028,NSE
HLVLTD.NS,HLV LIMITED,INE102A01024,NSE
HMAAGRO.NS,HMA Agro Industries Limited,INE0ECP01024,NSE
